Hartwig-Breast_common_SBS5	Hartwig-Breast_common_SBS31	Hartwig-Breast_common_SBS17	Hartwig-Breast_common_SBS13	Hartwig-Breast_common_SBS2	Hartwig-Breast_common_SBS18	Hartwig-Breast_common_SBS1	Hartwig-Breast_common_SBS8	Hartwig-Breast_common_SBS3	Hartwig-Breast_rare_SBS44	Hartwig-Breast_rare_SBS97	Hartwig-Breast_rare_SBS10d	Hartwig-Breast_rare_SBS4	Hartwig-Breast_rare_SBS90	Hartwig-Breast_rare_SBS119	Hartwig-Breast_rare_SBS106	unassigned
HMF002526A	0	0	0	8794.24123530351	7898.86032345587	1060.95134861946	0	0	0	0	0	0	0	0	0	0	1050.94709262116
HMF003096A	910.156568714199	0	3963.39104922461	1389.79304242537	725.218367251898	796.888185162763	715.194616495133	1138.69808596843	701.662552973502	0	0	0	0	0	0	0	420.997531784094
HMF002596A	2350.69675506506	0	0	1607.4764618679	0	3228.45692637127	2082.61729533849	1543.95763465656	2866.3495964421	0	0	0	0	0	0	0	1502.44533025862
HMF002135A	2335.63619869365	0	0	2655.70300782195	3224.71066849448	927.642770744295	2022.58180791872	0	0	0	0	0	0	0	0	0	1256.7255463269
HMF000982A	3025.67116331555	704.005180549856	0	0	0	650.967121460812	1899.36294624538	1441.03405826836	952.183268362741	0	0	0	0	0	0	0	1081.7762617973
HMF003626A	1238.56189527146	0	0	7110.48487575943	3532.75039377672	1158.59018290527	986.651001317947	0	0	0	0	0	0	0	0	0	1521.96165096917
HMF001569A	683.883327580255	341.941663790128	0	0	255.704176734553	352.972040041422	716.974456334139	310.856057991025	0	0	0	0	0	0	0	0	242.668277528478
HMF003064A	861.529875797247	217.015105740181	0	333.057905337362	567.152903658946	0	593.777442094663	351.142497482377	0	0	0	0	0	0	0	0	69.3242698892241
HMF003614A	239.773726358835	252.815811892997	0	0	0	1213.41557335151	696.246720054524	0	0	0	0	0	0	0	0	0	541.748168342134
HMF002329A	0	0	0	13964.9458178999	8144.55233008872	2138.22613489534	0	0	0	0	0	0	0	0	0	0	4764.27571711604
HMF001145A	1397.56785162287	0	3371.45749613601	1630.99567233385	0	1316.09304482226	0	0	4337.65873261206	0	0	0	0	0	0	0	882.22720247295
HMF000887A	1318.1095890411	0	0	0	0	876.575342465753	771.685985247629	2017.37197049526	749.709167544784	0	0	0	0	0	0	0	902.547945205474
HMF000802A	1756.26445786735	961.597272890378	0	537.274983553615	638.732492075833	2182.08611925124	816.657975001495	900.123018958196	0	0	0	0	0	0	0	0	564.263680401893
HMF002985A	3085.6142276967	0	0	797.675815593341	0	1033.37550765386	1491.76386843397	1546.81050564556	2544.65591109921	0	0	0	0	0	0	0	713.10416387736
HMF003227A	1029.1606047879	0	0	821.632339353213	1423.76362872743	0	1234.69340613188	0	459.455606887862	0	0	0	0	0	0	0	970.294414111715
HMF003399A	1046.23832308043	380.586694007747	0	664.151287309182	390.088858509911	491.611984506721	592.134882661198	510.61631351105	0	0	0	0	0	0	0	0	314.571656413761
HMF002268A	789.399961187658	0	791.407335532699	383.408499902969	0	444.131573840481	1637.01377838153	475.245876188628	0	0	0	0	0	0	0	0	651.392974966035
HMF002873A	743.769954893116	0	0	0	0	262.742106295352	968.049813688959	0	0	0	0	0	0	0	0	0	572.438125122573
HMF003670A	381.146881287726	172.017605633803	0	0	0	282.851106639839	853.568410462777	0	0	0	0	0	0	0	0	0	304.415995975855
HMF002355A	0	0	0	0	0	0	9271.56158357771	2801.69151189312	0	19717.4608993157	0	0	0	0	0	0	5079.28600521347
HMF002560A	1511.6460025652	372.659256092347	0	0	0	470.200940572894	748.319794784096	763.326207781103	404.672937152629	0	0	0	0	0	0	0	409.174861051731
HMF002759A	806.308157099698	492.01867618786	0	0	0	608.496566877232	2619.74842076353	424.240593243614	0	0	0	0	0	0	0	0	533.187585828066
HMF001496A	2256.96530955001	776.783459778769	0	0	517.190015636764	1204.11420628945	1200.12046099496	1133.22522731221	860.652110963109	0	0	0	0	0	0	0	670.949209474728
HMF002761A	1415.6011846002	0	0	0	0	1227.28726554788	761.24777887463	0	805.204343534057	0	0	0	0	0	0	0	850.659427443233
HMF001764A	1092.58019075569	374.212472487161	0	0	233.444460748349	256.488334556126	928.768305209098	334.637123991196	0	0	0	0	0	0	0	0	193.86911225238
HMF000150A	760.651295110015	0	0	4956.98595472088	5522.59845621295	0	0	0	0	0	0	0	0	0	0	0	1328.76429395616
HMF002327A	1844.72014159862	0	0	0	0	1561.07124180377	0	4927.27205438674	2109.82662214892	0	0	0	0	0	0	0	2015.10994006195
HMF003562A	836.016984370765	0	0	558.343481796007	1002.82085102539	1278.49670250248	919.418917698076	0	0	0	0	0	0	0	0	0	932.903062607282
HMF003563A	1617.69046087889	0	0	3419.28888888889	4587.20443015363	1169.41479099678	898.550339406931	0	0	0	0	0	0	0	0	0	2295.85108967488
HMF003498A	3592.37494017421	0	0	1836.20278548866	0	0	0	7538.88542165215	4602.76165406337	0	0	0	0	0	0	0	3331.77519862161
HMF002600A	2207.81818181818	0	0	715.060496017827	0	0	0	3068.69690092023	4763.8963809681	0	0	0	0	0	0	0	1387.52804027566
HMF003401A	2003.78509383378	1704.81715817694	0	1600.32836461126	0	2063.77865951743	0	6023.85394101877	3474.12739946381	0	0	0	0	0	0	0	1777.30938337801
HMF001454A	780.632670406255	302.551419343872	0	328.055753867075	253.04300526942	0	672.614312425633	0	0	0	0	0	0	0	0	0	605.102838687745
HMF000965A	2086.46645097763	621.937121958081	0	0	0	913.141792094528	742.521873681249	1901.83668589112	0	0	0	0	0	0	0	0	848.096075397392
HMF003738A	0	0	0	25457.2081823434	10165.56782732	0	0	0	0	0	0	0	0	0	0	0	2493.2239903366
HMF002573A	0	0	0	31750.3501192972	35396.3257320512	0	0	0	0	0	0	0	0	0	0	0	2036.32414865161
HMF000761A	1977.78844742636	0	0	0	0	660.934374672398	625.831638536534	3414.49329070133	1251.66327707307	0	0	0	0	0	0	0	1636.28897159031
HMF001713A	1553.84994983125	0	0	936.512268539633	0	0	658.860394052723	4622.02823132354	1086.09408920916	0	0	0	0	0	0	0	2111.65506704369
HMF003025A	0	0	0	11048.3766679215	6882.61988120634	2021.65401346886	0	0	0	0	0	0	0	0	0	0	3944.3494374033
HMF001225A	1013.91421653407	0	0	0	0	671.429839732503	958.254237288135	1018.92862907875	0	0	0	0	0	0	0	0	686.473077366542
HMF000077A	786.686415386316	441.507682104565	0	0	0	1268.33115950039	1029.51564054383	0	0	0	0	0	0	0	0	0	1012.9591024649
HMF000366A	957.676336540548	0	0	7979.80177964262	2816.96013889894	0	0	0	0	0	0	0	0	0	0	0	2085.56174491789
HMF000014A	1492.85648826979	0	572.369868035191	0	0	1650.18328445748	1746.07771260997	1150.23368768328	904.004765395894	0	0	0	0	0	0	0	659.274193548395
HMF002086A	848.929022879535	0	0	865.437365693338	1798.90911389205	1652.33503981797	1262.6380988497	756.382252559727	0	0	0	0	0	0	0	0	730.369106307679
HMF001160A	1413.80796413623	0	0	11045.8124699801	7749.4286498479	0	0	0	0	0	0	0	0	0	0	0	1663.95091603577
HMF002578A	805.31228668942	395.662116040956	0	373.181313993174	757.353242320819	919.714590443686	1529.69368600683	589.996160409556	0	0	0	0	0	0	0	0	484.086604095559
HMF002887A	1208.29808327826	0	0	835.051553205552	1521.504957039	0	1484.98083278255	519.843357567746	0	0	0	0	0	0	0	0	1243.32121612689
HMF003599A	743.012075075469	0	0	0	0	410.230607691298	1511.0077437984	310.795904974406	0	0	0	0	0	0	0	0	831.953668460427
HMF001042A	526.680759275237	242.123382226057	0	0	265.586885245902	780.286281276963	517.195513373598	311.515444348576	0	0	0	0	0	0	0	0	249.611734253667
HMF000314A	1247.22589039698	678.806561894071	0	1471.49678538626	1775.18654964792	930.049903051332	2630.81248086539	0	0	0	0	0	0	0	0	0	1055.42182875805
HMF000239A	2045.94656125881	0	0	7720.23192261645	11043.7061629388	0	2459.44102164535	0	0	0	0	0	0	0	0	0	3072.67433154059
HMF002307A	0	0	0	5496.99135516863	4235.95214903202	0	1056.6139047851	0	0	0	0	0	0	0	0	0	1525.44259101425
HMF001280A	1299.0756856039	494.719234910381	0	506.224333396669	0	0	661.293052124897	3013.83558173412	808.358224080056	0	0	0	0	0	0	0	1114.49388814998
HMF000710A	526.226635514019	325.258177570093	0	0	734.71261682243	0	1284.9953271028	0	0	0	0	0	0	0	0	0	560.807242990658
HMF002521A	439.711030554117	195.979803210772	0	190.508285862248	186.031589849819	242.238995339202	467.566027964785	0	0	0	0	0	0	0	0	0	198.964267219057
HMF001727A	1023.9017836881	0	0	2226.1347978033	1905.03839695003	1842.92302455408	1377.55866200699	1139.11578087414	681.766305087823	0	0	0	0	0	0	0	840.561249035538
HMF003154A	786.089058350923	846.519030435079	0	1349.43623612719	1017.32110029278	536.378429903997	1243.0595084088	682.708858173895	740.641723973582	0	0	0	0	0	0	0	132.846054333754
HMF002495A	0	0	0	21490.7176924646	6423.07629551766	0	0	0	0	0	0	0	0	0	0	0	3941.20601201774
HMF002904A	904.640736093685	391.643245503973	0	0	664.43956503555	423.736930154747	547.097030531159	340.995399414471	0	0	0	0	0	0	0	0	324.447093266415
HMF002325A	708.826777424872	0	0	1488.13633032006	1954.02247740044	0	1092.73295870999	0	0	0	0	0	0	0	0	0	894.281456144638
HMF000045A	723.846012156935	262.394179406889	0	0	0	215.143120279978	1104.3678393811	0	0	0	0	0	0	0	0	0	423.248848775098
HMF002311A	1754.53494720577	672.588411022405	0	0	0	1092.45573010559	0	4374.32686067474	742.649703837239	0	0	0	0	0	0	0	1079.44434715426
HMF003456A	1730.48580521961	0	0	0	744.778697220454	3386.99359219181	2605.22588584766	1039.19121578612	1014.19864205389	0	0	0	0	0	0	0	1258.12616168046
HMF000119A	1261.21423942228	457.034070919359	0	791.692898805666	0	0	1525.44486621609	0	556.932228497361	0	0	0	0	0	0	0	802.681696139244
HMF001384A	1078.07121057986	891.731747398075	0	0	0	749.354409578214	1236.93434541044	864.255419046874	850.26747006808	0	0	0	0	0	0	0	713.385397918457
HMF002692A	1952.51160135383	0	2203.20568445949	966.748440239775	0	1766.36749174245	815.631448028382	2654.55511152795	829.642294988378	0	0	0	0	0	0	0	1082.33792765974
HMF000781A	1342.91459694989	286.874945533769	0	0	0	381.833551198257	535.266666666667	298.869716775599	0	0	0	0	0	0	0	0	595.240522875818
HMF002093A	2323.42053111375	646.256044391597	0	0	0	1046.91478398732	1163.96115735236	863.342053111375	654.259215219976	0	0	0	0	0	0	0	873.846214823622
HMF001580A	2447.60517219306	0	0	516.073358084752	0	895.392267315324	1395.99340673409	518.069773396492	1201.34291383946	0	0	0	0	0	0	0	822.523108436822
HMF002151A	0	0	0	1521.79895586141	2053.75301376364	0	830.709065021357	0	0	0	0	0	0	0	0	0	865.738965353593
HMF002221A	1003.83261518064	0	0	0	0	530.175671196553	1682.0573417302	479.658932714617	0	0	0	0	0	0	0	0	831.27543917799
HMF000192A	2941.97407503908	0	0	0	0	733.239708181344	1522.57425742574	583.987363210005	838.41753517457	0	0	0	0	0	0	0	1068.80706096926
HMF000758A	5041.06694673466	0	0	0	0	1992.25693617595	0	2042.4018376654	0	0	0	0	9913.64702446476	0	0	0	3331.62725495923
HMF003092A	643.640145985401	230.587591240876	0	0	0	421.574270072993	714.821532846715	328.83795620438	222.065875912409	0	0	0	0	0	0	0	185.472627737226
HMF001698A	0	0	0	14326.327938831	23728.3868796322	0	0	0	0	0	0	0	0	0	0	0	4579.2851815368
HMF000577A	2141.44146571467	762.012932776505	0	1247.33962009969	731.992725313216	1395.93964704297	708.476896133639	2768.86380169743	1049.70658763303	0	0	0	0	0	0	0	336.226323588849
HMF001736A	1137.8976822385	425.027981265762	0	0	383.123814098715	628.063648372763	712.370841839798	415.549657739882	0	0	0	0	0	0	0	0	451.96637444458
HMF001880A	0	0	1855.69479730642	0	0	0	7705.3088471287	0	0	19824.5810399388	0	0	0	0	0	0	3956.41531562608
HMF002554A	564.624584717608	278.808416389812	0	0	181.200442967885	362.40088593577	990.595791805094	236.261351052049	0	0	0	0	0	0	0	0	98.108527131782
HMF000851A	1317.47957259585	0	0	1844.47140163419	397.247642991829	0	704.826524198617	750.41231929604	645.715273412948	0	0	0	0	0	0	0	715.847265870526
HMF002599A	2133.15208065675	0	0	2056.7003897829	0	1646.95930143937	0	11488.7403697494	2288.05419942077	0	0	0	0	0	0	0	3333.39365895081
HMF000651A	1583.70740013098	0	0	1903.24924688933	1244.66299934512	1359.17799607073	1184.15507531107	1958.25645055665	1304.67085789129	0	0	0	0	0	0	0	916.119973804831
HMF003473A	3240.68965517241	1410.3881773399	0	1878.34876847291	1035.51921182266	0	0	4392.8236453202	2264.22857142857	0	0	0	0	0	0	0	2034.00197044335
HMF000184A	672.658900394477	324.559171597633	0	0	0	0	1989.92837771203	367.132519723866	0	0	0	0	0	0	0	0	708.721030571994
HMF000130A	0	2318.87983510821	0	0	0	829.102301614565	1348.92037100653	1052.66918584679	781.48155273102	0	0	0	0	0	0	0	964.946753692885
HMF001145B	1579.77757833535	0	3310.7731689234	1519.19022905529	0	1330.91879658173	802.156475592149	0	3913.6423303547	0	0	0	0	0	0	0	375.541421157381
HMF000903A	0	0	2872.49742940168	1104.5758140228	1247.15013784368	4657.92817226734	0	0	1372.21533417778	0	0	0	0	0	0	0	2173.63311228672
HMF003049A	698.688362919132	347.342209072978	0	0	0	753.242110453649	821.80966469428	0	0	0	0	0	0	0	0	0	423.917652859961
HMF001820A	946.683291770574	236.42037762736	0	0	308.047737798361	253.450659066619	479.85322408265	266.473815461347	0	0	0	0	0	0	0	0	321.070894193089
HMF000411B	0	0	2129.58341482496	10305.4840602386	4204.1775865441	0	0	4207.17699980442	0	0	0	0	0	0	0	0	4713.57793858792
HMF002824B	4178.90455199507	0	4769.39106502524	0	0	0	2434.44439622685	2814.43571705913	5247.38014754585	0	0	0	0	0	0	0	2446.44412214786
HMF000331A	1661.35206125902	465.958507701897	0	0	1187.39426587125	658.441367643131	920.418039355356	0	0	0	0	0	0	0	0	0	721.435758169346
HMF001190A	928.764352331606	522.024455958549	0	429.696994818653	951.222383419689	1180.79336787565	1884.47834196891	1038.55917098446	0	0	0	0	0	0	0	0	288.460932642483
HMF000579A	0	0	4724.78158694889	40190.3889662028	27048.3872354111	0	0	0	0	0	0	0	0	0	0	0	13533.4422114372
HMF000403B	2224.0318135667	806.648842044191	2349.97698593047	0	801.651017744041	0	2410.9504423923	0	0	0	0	0	0	0	0	0	1743.7408983223
HMF001491A	503.085778123179	0	0	409.977365455605	347.90509034389	661.770545949096	1600.36341558189	0	824.459976685448	0	0	0	0	0	0	0	805.437827860892
HMF000718A	1514.61479786423	560.357487922705	0	0	0	1007.24383422324	1240.68446478515	640.837020086448	0	0	0	0	0	0	0	0	934.262395118227
HMF000953A	0	0	0	7887.20297411532	5439.17440533119	0	0	0	0	0	0	0	0	0	0	0	2883.62262055349
HMF002285A	742.796477143371	650.945299862201	0	0	0	3342.58414714517	1078.75214187287	1025.83787670002	784.728536336948	0	0	0	0	0	0	0	706.35552093942
HMF002258A	593.553029356652	0	0	1232.22410993129	1141.48669581512	0	583.526795752655	0	0	0	0	0	0	0	0	0	462.209369144283
HMF000545A	1309.35419861099	377.102011364661	0	533.144222963832	1124.30413998376	0	1178.81888698476	0	0	0	0	0	0	0	0	0	1022.276540092
HMF003314A	789.559002963221	707.344605194352	0	1528.98727557957	844.201499041311	596.555691127767	1374.08331880774	1843.80826215792	726.895590029632	0	0	0	0	0	0	0	216.564755098487
HMF003287A	1803.19878697315	802.475893288797	0	0	0	1503.08179141212	0	4003.3909374588	1526.55183931789	0	0	0	0	0	0	0	1723.30075154924
HMF003796A	3327.04999363301	0	0	0	0	0	0	8393.08075894563	3886.2222590093	0	0	0	0	0	0	0	4014.64698841206
HMF001774A	2164.70668953688	598.024013722127	0	422.222984562607	434.744425385935	492.843910806175	605.536878216124	1372.85077186964	505.866209262436	0	0	0	0	0	0	0	119.204116638076
HMF000255A	690.902027506026	0	0	0	0	1024.85467177088	886.874237912945	0	0	0	0	0	0	0	0	0	923.369062810149
HMF000708A	3756.6435710111	0	0	4393.65920514319	4694.93012857978	0	1742.17530683811	0	1019.22501461134	0	0	0	0	0	0	0	1490.36677381648
HMF002540A	739.63651467602	0	1532.78290566734	0	0	420.077533690234	793.146390991324	478.58833302566	778.64371423297	0	0	0	0	0	0	0	675.124607716452
HMF001471A	1247.89250488398	0	0	1556.99432982322	3567.40458378997	1485.08695859341	755.526754657645	848.407109162815	0	0	0	0	0	0	0	0	1018.68775908896
HMF000452A	1729.10680947234	395.837673184632	0	0	0	530.112999901739	924.952343519701	483.690675051587	717.798958435688	0	0	0	0	0	0	0	298.500540434313
HMF000476A	1000.29621811785	0	0	2248.66989152741	1809.91720902961	1218.42468484315	868.520668425682	0	0	0	0	0	0	0	0	0	1367.1713280563
HMF000937A	2105.93665974917	0	1533.95386327408	1163.96499142831	941.471683358898	1992.44007338567	0	5592.83178441457	1697.94893079491	0	0	0	0	0	0	0	1595.45201359439
HMF002988A	1731.83028095214	0	0	1052.41608862718	927.247667049254	2554.93782124857	1680.26089126204	0	1174.07979440092	0	0	0	0	0	0	0	912.227456459896
HMF000395A	1200.86233183857	424.185201793722	0	0	0	670.630829596412	773.192040358745	564.086659192825	343.032399103139	0	0	0	0	0	0	0	465.010538116587
HMF002114A	1309.64507284108	0	0	4121.95660001108	1862.20628150446	1465.16229989475	0	5990.16354622501	1802.19963440979	0	0	0	0	0	0	0	1503.66656511383
HMF000620A	0	448.209849587579	2836.16399805919	586.120572537603	381.253194242277	0	409.235080058224	611.104399158984	514.167151868025	0	0	0	0	0	0	0	392.745754488118
HMF000657A	1308.75930742365	453.224046964405	0	1027.2412870625	624.93007356766	517.114661514453	525.100988333209	1447.52173589953	636.410418369622	0	0	0	0	0	0	0	176.697480864971
HMF002484A	1610.07843386512	0	0	0	0	1063.39134303693	1017.41765715375	2047.82787770927	914.476577893599	0	0	0	0	0	0	0	1208.80811034133
HMF001615A	870.030332365279	0	0	0	389.119070667957	361.681187479832	812.660212971927	0	0	0	0	0	0	0	0	0	658.509196515005
HMF002122A	3223.22087949743	0	4293.29420902342	0	0	0	0	7712.52852084523	4297.79451741862	0	0	0	0	0	0	0	2362.1618732153
HMF003625A	0	0	0	9219.35224366805	18532.2334229172	0	0	0	0	0	0	0	0	0	0	0	2955.41433341475
HMF002725A	1661.82977913176	428.682216298553	0	340.350723533892	0	713.638613861386	978.633092155369	0	369.794554455446	0	0	0	0	0	0	0	749.071020563594
HMF001351A	0	0	0	76732.3735889486	62211.1803520622	0	0	0	0	0	0	0	0	0	0	0	2028.44605898921
HMF002405A	1103.28345761381	0	0	995.804552590267	1122.7796310832	0	717.859105180534	440.913461538462	0	0	0	0	0	0	0	0	714.359791993727
HMF002412A	728.763234816499	376.877557648587	0	0	0	512.333549853849	757.753816174082	0	281.408574212407	0	0	0	0	0	0	0	420.863267294576
HMF000086A	2522.34304825609	0	0	0	0	0	0	6869.81639478534	2864.71094123268	0	0	0	0	0	0	0	2367.12961572589
HMF001725A	558.805185451926	0	0	0	287.930140439323	587.899171768095	1575.08822470292	486.571840115232	0	0	0	0	0	0	0	0	682.705437522504
HMF003392A	1834.08696794535	0	0	959.137283236994	0	713.590120861797	1198.16992905938	1177.12302942722	926.564700472937	0	0	0	0	0	0	0	820.327968996322
HMF002280A	609.36042611955	0	0	434.757151311896	498.294732688893	1347.79719865851	1046.11876109686	559.831130400474	0	0	0	0	0	0	0	0	575.840599723817
HMF000731A	1706.37673496365	1078.13350958361	0	0	0	925.83212161269	0	5585.05221414409	2817.575677462	0	0	0	0	0	0	0	1531.02974223396
HMF000989A	1077.58984224702	0	1425.64986533282	1066.12081569835	1042.6841092728	583.923047325895	549.017314351674	1303.97845325125	0	0	0	0	0	0	0	0	727.036552520191
HMF002241B	536.273569084944	0	0	1064.04279985417	973.996864746628	2640.34691943128	637.825373678454	0	0	0	0	0	0	0	0	0	1008.51447320452
HMF001017A	573.216540084388	269.542278481013	0	0	366.918818565401	308.191729957806	865.346160337553	322.246075949367	0	0	0	0	0	0	0	0	268.538396624472
HMF000354A	936.127781569966	0	0	0	0	478.565324232082	951.629897610921	409.55590443686	0	0	0	0	0	0	0	0	887.121092150171
HMF001521A	1147.58140029794	0	0	1049.57444846421	986.569979428247	653.046321912464	903.564091650706	976.06923458892	909.564517273179	0	0	0	0	0	0	0	423.030006384333
HMF003691A	1394.53992537313	597.945895522388	0	0	0	1097.31828358209	896.168283582089	1743.3	0	0	0	0	0	0	0	0	975.727611940303
HMF000235A	1095.20940102923	0	0	0	0	758.798663059048	0	4573.78640776699	1230.67345747785	0	0	0	0	0	0	0	1763.53207066688
HMF003113A	1617.37050966152	0	1472.92672805084	0	0	0	1613.87187135261	698.728050836468	775.198288159772	0	0	0	0	0	0	0	1529.90455193879
HMF001031A	0	0	0	1586.3085990201	1245.67180288291	1819.06042746574	679.775189945324	679.275722502308	0	0	0	0	0	0	0	0	1023.90825818362
HMF000116A	741.702598457166	0	0	0	1753.34287454324	720.167681688997	1029.66950872919	0	0	0	0	0	0	0	0	0	689.117336581407
HMF002535A	874.477574047955	275.96629055007	0	0	375.634696755994	664.622990126939	997.685754583921	300.507757404795	0	0	0	0	0	0	0	0	62.1049365303261
HMF001223C	0	0	0	39372.9664757447	18708.2356141323	0	0	5218.82103973777	0	0	0	0	0	0	0	0	9784.97687038523
HMF002099A	0	0	0	24274.5446262018	14771.5910699766	0	0	0	0	0	0	0	0	0	0	0	2780.8643038216
HMF003443A	790.597741416972	0	0	4274.52845897045	3042.37612826114	1161.64361373284	998.123397766146	0	0	0	0	0	0	0	0	0	1865.73065985245
HMF000632A	0	0	0	29752.6319878719	15754.6584549302	0	0	0	0	0	0	0	0	0	0	0	1990.7095571979
HMF003181A	2146.997582469	878.294470872651	508.381034079389	0	0	640.850035093192	684.839741090229	604.858457459253	514.379630351712	0	0	0	0	0	0	0	431.399048584574
HMF000901A	1298.80652996667	0	0	1044.64870360956	1309.31305428458	1885.67095972434	1233.26583065017	1350.33853019262	0	0	0	0	0	0	0	0	734.95639157206
HMF000713A	1632.44343797178	0	0	777.687646415743	675.597376229892	1695.99963558748	2438.15586443854	826.731011505024	944.835441720027	0	0	0	0	0	0	0	621.549586131514
HMF001730A	966.74271278663	239.426933540614	0	0	0	244.4463661096	521.017100660707	287.111542945977	0	0	0	0	0	0	0	0	324.255343956472
HMF001916B	3125.60935866691	0	0	3182.5112217918	1196.43654307323	1161.49680255795	0	4032.54519461354	2296.04009100412	0	0	0	0	0	0	0	1240.36078829245
HMF000195A	1850.51829420892	655.360628660093	0	628.345763051204	0	864.975974773512	697.383752940588	3329.83232394014	1393.26668001401	0	0	0	0	0	0	0	575.316582411533
HMF001969A	1539.13763869132	0	0	1369.01189189189	1869.88210526316	1389.026685633	595.940483641536	711.025547652916	0	0	0	0	0	0	0	0	1319.97564722618
HMF001084A	1739.39203246272	0	0	2965.66841647612	1334.30073105536	2281.51421854369	2650.09729155261	1913.43125825255	1769.39879552993	0	0	0	0	0	0	0	875.19725612702
HMF000968A	635.148614609572	221.354776206162	0	0	0	0	1235.39895369115	0	0	0	0	0	0	0	0	0	481.097655493116
HMF002080A	957.326576576577	0	0	8399.36530849031	2430.82923832924	0	0	0	958.326917826918	0	0	0	0	0	0	0	1911.15195877695
HMF001244A	2198.25370505606	850.310236694016	1206.47416126122	0	0	1561.64182310237	1589.53717943211	1967.12075260965	1252.80037802311	0	0	0	0	0	0	0	969.861763821464
HMF000179B	1126.47184366161	558.215993828748	0	0	0	773.570905116997	594.861468243765	2778.5301491386	1678.66392388789	0	0	0	0	0	0	0	298.685716122391
HMF001341A	711.276213301378	283.508687837028	0	0	439.288196524865	248.946674655482	1203.1587777112	0	0	0	0	0	0	0	0	0	457.821449970047
HMF003315A	1214.96398696839	0	0	0	0	1327.77494056529	1337.7582107951	449.74632385313	558.064805846614	0	0	0	0	0	0	0	780.691731971476
HMF003055A	1517.42114873838	0	10797.0158034529	0	0	0	1250.05405046481	0	0	0	0	0	0	0	0	0	1544.50899734391
HMF001794A	982	0	0	0	0	1372.5	1297	1652	0	0	0	0	0	0	0	0	923.5
HMF001540A	0	0	0	8128.03763957457	17825.8550743845	0	0	0	0	0	0	0	0	0	0	0	4242.10728604093
HMF003511A	0	0	0	2204.39418387347	5479.75112812799	0	1044.47604722184	0	0	0	0	0	0	0	0	0	2235.3786407767
HMF003105A	564.5	185.5	0	0	162.5	286.5	820.5	0	0	0	0	0	0	0	0	0	267.5
