Hartwig-Breast_common_SBS5	Hartwig-Breast_common_SBS31	Hartwig-Breast_common_SBS17	Hartwig-Breast_common_SBS13	Hartwig-Breast_common_SBS2	Hartwig-Breast_common_SBS18	Hartwig-Breast_common_SBS1	Hartwig-Breast_common_SBS8	Hartwig-Breast_common_SBS3	Hartwig-Breast_rare_SBS44	Hartwig-Breast_rare_SBS97	Hartwig-Breast_rare_SBS10d	Hartwig-Breast_rare_SBS4	Hartwig-Breast_rare_SBS90	Hartwig-Breast_rare_SBS119	Hartwig-Breast_rare_SBS106	unassigned
HMF000766A	2111.02103028361	0	3776.72119852588	0	0	1219.37858516263	1550.11688831918	1410.01594295786	1518.09381509373	0	0	0	0	0	0	0	905.652539657111
HMF002579A	0	1005.410751316	0	651.645876535333	416.1352687829	441.083426383793	568.817993300367	1149.61110224916	1542.29510288722	0	0	0	0	0	0	0	481.000478545227
HMF001945A	4488.71679277309	0	0	0	0	0	1126.29980724417	4698.99272130959	4732.45706148048	0	0	0	0	0	0	0	2314.53361719267
HMF000984A	0	0	0	27011.6397751166	11596.7092513027	2548.81524819453	0	0	0	0	0	0	0	0	0	0	2612.83572538617
HMF002680A	1005.67786321327	0	0	338.227977876703	452.304869823283	281.189531903413	586.395251585053	492.331849453662	0	0	0	0	0	0	0	0	552.872656144616
HMF002342A	616.247486465584	0	0	482.627481309616	373.936581593194	447.726733694251	1325.23124516628	0	0	0	0	0	0	0	0	0	622.230471771075
HMF003005A	0	0	0	0	0	5927.32751393963	0	5630.61088252259	0	0	0	0	23159.408575274	0	0	0	4318.65302826378
HMF003283A	0	0	0	6312.67419078893	8570.73649935153	0	0	0	0	0	0	0	0	0	0	0	3236.58930985954
HMF000629A	1114.16253641238	0	0	2106.02676573648	1574.90268923882	2153.94773504454	0	3163.78232785916	918.485245071136	0	0	0	0	0	0	0	792.692700637484
HMF003665A	0	0	0	1274.73600776448	1493.44807505662	1921.86347460369	1095.56227758007	1069.0365577483	0	0	0	0	0	0	0	0	880.35360724684
HMF002265A	762.280049566295	0	0	340.795814401762	0	0	1116.60746248107	551.28734682638	0	0	0	0	0	0	0	0	869.029326724493
HMF000701A	0	0	0	18991.0156992654	9816.10940515627	0	0	0	0	0	0	0	0	0	0	0	5918.87489557833
HMF002846A	0	776.380185067007	0	2142.78932673899	510.592373962987	1014.68993299298	467.127074026803	497.602744097001	517.586790044671	0	0	0	0	0	0	0	336.231573069561
HMF003581A	5704.07037405339	0	0	0	0	0	1303.10227185803	6994.18159565517	2949.4680639486	0	0	0	0	0	0	0	2645.17769448481
HMF001349A	1213.25336091003	0	0	0	0	694.717683557394	799.325749741468	1728.78593588418	627.147880041365	0	0	0	0	0	0	0	744.769389865563
HMF001327A	0	0	0	73667.0856809468	0	0	0	0	6844.11437025218	0	0	0	0	0	0	0	3457.79994880102
HMF000737A	728.350955414013	317.807643312102	0	0	536.363057324841	318.810191082803	793.516560509554	0	0	0	0	0	0	0	0	0	453.151592356687
HMF002481A	747.324676893345	0	0	267.079961347989	514.690542336031	673.940089382776	1111.25232516004	319.497523855538	0	0	0	0	0	0	0	0	499.214881024281
HMF003450A	882.159969755887	402.212788939296	0	0	378.140203067617	1479.96251890257	986.976020738821	0	0	0	0	0	0	0	0	0	513.548498595809
HMF002414A	2287.43119598172	0	1168.9758812616	0	0	0	955.889135254989	3094.75985338703	2122.86420200009	0	0	0	0	0	0	0	1424.07973211457
HMF000907A	821.343644544432	317.713160854893	0	0	246.553430821147	242.043307086614	559.255343082115	330.241282339708	0	0	0	0	0	0	0	0	155.849831271091
HMF001478A	0	499.541640222833	0	0	410.123686622946	2819.91255905789	1541.58550172766	672.882589380157	0	0	0	0	0	0	0	0	1139.95402298851
HMF002701A	859.101160092807	0	0	0	0	1284.40371229698	2827.68723897912	0	0	0	0	0	0	0	0	0	1490.80788863109
HMF000261A	0	0	0	57573.1360292283	28545.7526126416	0	0	0	0	0	0	0	0	0	0	0	4092.1113581301
HMF000889C	1518.08084358524	0	0	1787.09516962241	2925.15577568302	0	1473.07844703627	0	0	0	0	0	0	0	0	0	1685.58976407306
HMF001836A	520.399267399267	0	0	0	239.875457875458	205.750915750916	967.531135531136	0	0	0	0	0	0	0	0	0	258.443223443223
HMF001708A	0	0	0	34899.5844263427	24711.0162022561	0	0	0	0	0	0	0	0	0	0	0	1967.3993714012
HMF001931A	543.444358278402	435.154711128344	0	0	536.95696006204	541.947266382319	1441.20046529663	0	0	0	0	0	0	0	0	0	362.296238852265
HMF003362A	0	0	2047.4064133227	0	0	1207.53459119497	596.263973779786	0	602.266631233945	0	0	0	0	0	0	0	1193.5283904686
HMF001041A	0	3000.3740880843	0	1958.70267044943	1637.34128163559	2289.57475457084	1554.24783842205	1747.96568495001	2016.76796811673	0	0	0	0	0	0	6514.82628568855	1511.1994280825
HMF000133A	2260.74969623329	0	659.198055893074	0	0	780.55042527339	1166.08140947752	1284.43742405832	1201.03888213852	0	0	0	0	0	0	0	867.944106925886
HMF001947A	2243.55754534929	0	0	0	0	3656.5384793516	2882.50111925897	1198.33191817831	0	0	0	0	0	0	0	0	2983.07093786183
HMF000727A	623.147937411095	346.47226173542	0	0	0	435.349928876245	732.110953058321	266.633001422475	374.591749644381	0	0	0	0	0	0	0	398.694167852063
HMF001427A	1518.08353637313	0	0	0	0	922.462234597981	1469.03237034459	1474.53811347024	764.297250261051	0	0	0	0	0	0	0	1041.58649495301
HMF002625A	1995.22382198953	0	0	819.529543754675	0	0	0	3620.75766641735	2260.71933433059	0	0	0	0	0	0	0	2019.76963350785
HMF003231A	2211.59643499335	963.670549605191	0	0	0	2312.50957704636	0	3255.69775623485	2463.87929012587	0	0	0	0	0	0	0	1572.64639199438
HMF002652A	974.0775910141	847.067473910619	1278.60184816379	1897.65115908548	1429.61387716084	1357.60814148012	885.07050107544	1427.61371783637	2456.69569027324	0	0	0	0	0	0	0	1.81898940354586e-12
HMF000035A	724.34132466477	335.767574156847	0	0	160.411214953271	183.327102803738	524.574563185697	391.064607882974	0	0	0	0	0	0	0	0	132.513612352703
HMF001148A	0	0	0	12962.8456297773	5026.16467264872	0	2510.08283482885	0	0	0	0	0	0	0	0	0	3568.90686274513
HMF002225A	0	0	0	6302.40863840354	11532.9280816457	0	0	0	0	0	0	0	0	0	0	0	4100.66327995076
HMF001036B	1368.34635679802	0	0	0	0	1143.37161782867	564.936566745257	622.430111148535	0	0	0	0	0	0	0	0	753.915347479518
HMF001423A	0	2829.98786283542	0	0	0	1649.99115303064	0	7008.32865394458	6977.76398332968	0	0	0	0	0	0	0	2092.92834685968
HMF001263A	4074.50561831601	0	1701.0071998795	1370.01934026209	0	1470.66769091731	1146.69016418135	2336.94453984034	3248.78855249285	0	0	0	0	0	0	0	1273.37689411055
HMF001447A	1210.43273529236	0	0	9270.31418012756	3150.6263634738	0	0	1267.95329915956	0	0	0	0	0	0	0	0	1883.67342194672
HMF001970A	1010.73752528658	0	0	0	316.322488199595	227.154416722859	871.754888739043	0	0	0	0	0	0	0	0	0	529.030681051923
HMF002363A	941.382150456878	0	0	0	0	314.960570784829	1633.79546876956	0	382.452121667293	0	0	0	0	0	0	0	721.40968832144
HMF003363A	848.94748603352	382.426815642458	0	0	0	871.973184357542	785.376536312849	288.822346368715	0	0	0	0	0	0	0	0	406.453631284916
HMF002368A	0	0	0	22063.1420246289	14166.7279882921	0	0	0	0	0	0	0	0	0	0	0	1707.129987079
HMF000625A	1075.36480686695	0	0	0	0	587.467811158798	595.931330472103	341.527896995708	458.523605150215	0	0	0	0	0	0	0	537.184549356226
HMF002824A	4151.77358490566	0	4632.05330937406	0	0	0	2242.63671758011	2921.11919736448	5380.4309673555	0	0	0	0	0	0	0	2342.98622342019
HMF002951A	0	0	0	25309.9879401778	12308.0215532415	0	0	0	0	0	0	0	0	0	0	0	6408.9905065807
HMF000275A	560.030962343096	0	0	0	0	1194.99916317992	2183.67112970711	479.598326359833	667.4410041841	0	0	0	0	0	0	0	884.25941422594
HMF002435A	965.739086035231	498.881797293847	0	0	0	494.878733724789	994.761296910901	1309.00178708195	983.752872095992	0	0	0	0	0	0	0	632.98442685729
HMF000082A	2892.44863692104	0	0	1372.31506461655	1458.20960286765	2016.02471464956	842.965003301575	801.016507876615	0	0	0	0	0	0	0	0	1205.02046976701
HMF000502A	1298.08452545204	0	0	0	0	976.435262508169	1471.89499673226	1287.59596252995	951.96194902331	0	0	0	0	0	0	0	892.027303754271
HMF002657A	0	0	0	44707.0122051896	12982.8911407158	0	0	0	0	0	0	0	0	0	0	0	4096.0966540946
HMF000935A	674.770485229247	0	0	0	0	1287.01590696431	506.202914048924	528.211736398877	0	0	0	0	0	0	0	0	745.798957358642
HMF002197A	1538.95103180549	0	0	0	0	478.573179867874	962.658720969829	2565.25246884152	733.14404413267	0	0	0	0	0	0	0	1079.42055438262
HMF001269A	0	363.940368824875	0	0	0	988.195719477722	838.514604926639	603.73051554718	399.983981693364	0	0	0	0	0	0	0	524.63480953022
HMF003382A	1086.90104080621	0	0	0	0	525.143234759623	483.011399306129	331.03584999174	0	0	0	0	0	0	0	0	609.908475136298
HMF002359A	757.786389413989	255.09640831758	0	0	0	228.586389413989	936.854064272212	0	0	0	0	0	0	0	0	0	467.67674858223
HMF003712A	1353.76924922044	474.795874310386	0	0	0	474.295034780523	454.261453585992	862.445670424562	0	0	0	0	0	0	0	0	556.432717678097
HMF002494A	0	0	0	15069.2706953642	20076.3638245033	0	0	0	0	0	0	0	0	0	0	0	3503.3654801325
HMF003519A	1347.36475454447	340.349951017743	0	0	0	496.239251115707	1024.05736366605	600.499619026886	420.550234026342	0	0	0	0	0	0	0	375.938826602802
HMF001425A	858.623528321127	0	0	0	0	945.53481041995	1290.68248818022	5440.9459534625	995.983313247427	0	0	0	0	0	0	0	1244.22990636878
HMF000719A	1335.62695968645	0	1014.83664613662	1625.93719671519	755.006485628966	1088.28863381859	0	2343.46817842479	1517.00839865622	0	0	0	0	0	0	0	1028.82750093317
HMF000179A	1123.89522748593	539.689786585366	0	0	0	932.828037054409	585.205792682927	3019.06167917448	1934.68034709193	0	0	0	0	0	0	0	395.639129924958
HMF002980A	739.945205479452	707.882583170254	0	0	0	4501.2915851272	1342.62230919765	0	0	0	0	0	0	0	0	0	1156.25831702544
HMF003701A	721.549706872895	0	0	0	0	3239.97804665087	619.613321691406	1510.55731570413	1095.31645253836	0	0	0	0	0	0	0	824.98515654234
HMF002195A	1734.20147278794	0	847.109941318605	1298.40214014498	697.67874813025	0	704.675526406627	1631.24887814981	1094.99580025314	0	0	0	0	0	0	0	678.687492808648
HMF001252A	1570.47175521184	0	0	7433.99949562878	5579.62323470074	3212.91930060525	1581.96788836584	2370.20275722932	0	0	0	0	0	0	0	0	2034.81556825823
HMF000773A	429.184838160136	498.375851788756	0	0	728.009795570699	912.01778109029	1798.96635434412	0	0	0	0	0	0	0	0	0	342.445379045999
HMF000988A	916.932571070561	656.167358446237	0	0	501.009554389537	1935.46847834599	1859.89161249902	0	447.455086537708	0	0	0	0	0	0	0	74.0753387109471
HMF001138A	0	0	0	9849.34766202795	2555.53343194373	0	0	1298.75467141607	0	0	0	0	0	0	0	0	2850.36423461225
HMF003528A	1742.58860428646	0	0	1731.09461578672	1258.84161003659	1302.31887088343	1202.37114479875	2195.35180345008	0	0	0	0	0	0	0	0	1083.43335075797
HMF002196A	1425.65606431318	0	0	0	0	821.742747291157	361.54677851567	689.042059885821	0	0	0	0	0	0	0	0	1000.01234999417
HMF000718B	1809.05656848995	566.831054230949	0	1019.59548854605	1279.747428705	1107.14662225339	1358.79359513791	700.409069658719	0	0	0	0	0	0	0	0	719.420172978032
HMF001575A	1431.59680968097	972.925009167583	1750.56398973231	910.834066740007	0	1468.15034836817	0	5152.04602126879	1251.833516685	0	0	0	0	0	0	0	717.050238357169
HMF003236A	839.04473085671	0	0	2059.65504169826	2679.94882486732	603.812547384382	707.194844579227	0	0	0	0	0	0	0	0	0	1015.3440106141
HMF002241A	778.951617911931	0	0	1081.93279920502	1122.4302838333	3180.30246568536	662.958822433389	0	0	0	0	0	0	0	0	0	1223.424010931
HMF002350A	3529.00548348268	0	0	3865.26828942089	1402.18082118497	2130.83375685435	0	7752.5865989033	2105.27577905577	0	0	0	0	0	0	0	1696.84927109804
HMF000514A	676.547459893048	443.70320855615	0	0	0	881.410427807487	913.888703208556	818.952205882353	0	0	0	0	0	0	0	0	750.497994652406
HMF002119A	265.893043827905	0	0	0	0	201.918777643747	1269.48934459188	0	302.378367511057	0	0	0	0	0	0	0	446.320466425411
HMF002075A	0	0	0	17862.3869770032	15882.2898150512	3142.44770612396	0	0	0	0	0	0	0	0	0	0	6218.87550182164
HMF001223B	0	0	0	38286.2240821762	18195.4381811905	0	0	4795.91021495149	0	0	0	0	0	0	0	0	9742.42752168181
HMF000054A	4365.62755519215	0	0	0	0	1567.0584627964	1322.65944399019	6287.26492232216	4215.8830744072	0	0	0	0	0	0	0	3066.5065412919
HMF001130A	0	0	0	7829.31912432646	6251.46782520383	0	1148.7996163286	0	0	0	0	0	0	0	0	0	2475.41343414111
HMF001461A	0	0	0	30527.7460385053	24949.7825456749	0	0	0	0	0	0	0	0	0	0	0	5600.4714158198
HMF001459A	448.049898756147	468.621058721435	0	0	0	0	1378.76945328319	352.21839745444	260.400781024009	0	0	0	0	0	0	0	560.940410760779
HMF000793A	1687.12516274629	0	676.646471660446	0	0	857.78413332176	0	4326.34580331568	2416.66582761913	0	0	0	0	0	0	0	1533.43260133669
HMF001669A	966.151785714286	500.113839285714	0	0	731.629464285714	1089.92745535714	2442.94084821429	770.215401785714	0	0	0	0	0	0	0	0	683.021205357142
HMF000251A	1289.90987320723	0	0	4898.25907295781	2736.7479526086	1260.92313448348	0	0	0	0	0	0	0	0	0	0	1836.15996674288
HMF002432A	1527.73817944393	0	0	0	1465.62685673867	1615.39528810055	3125.60204581316	0	778.896022634529	0	0	0	0	0	0	0	692.741607269161
HMF002179A	2821.86977854396	0	0	0	0	1125.24559077045	1355.89842195995	653.432966450073	748.996286964594	0	0	0	0	0	0	0	840.556955310974
HMF002044A	1214.03492582642	0	0	262.765097535335	550.603200560682	339.488494334774	980.354514659503	0	316.421329283962	0	0	0	0	0	0	0	629.332437799324
HMF002088A	1115.84133010408	0	0	0	0	1779.03004516594	1089.27367938731	1601.07691300648	976.987759376841	0	0	0	0	0	0	0	1095.79027295935
HMF000734A	1150.6055576512	458.436564818308	0	256.303156041745	249.782723500566	467.966427763108	792.483339620269	563.265057211115	0	0	0	0	0	0	0	0	50.1571733936889
HMF000992A	724.58980271586	425.019087881117	0	0	0	354.767998975147	1092.40443248783	571.542787599283	332.1872918268	0	0	0	0	0	0	0	416.488598513963
HMF003238A	1168.16118273122	0	0	0	0	3028.80711287663	4800.32630040474	1804.06546994454	0	0	0	0	0	0	0	0	2559.63993404287
HMF002473A	0	546.066489078316	0	0	744.636121470432	2242.43281832712	825.86915290357	0	0	0	0	0	0	0	0	0	346.995418220562
HMF002125A	367.134219188102	280.102401560405	0	0	438.660368157991	740.270632695355	1351.99427038888	434.658905278557	0	0	0	0	0	0	0	0	490.17920273071
HMF001966A	905.832782065417	525.192943770673	0	0	0	549.701947813304	0	2729.00257258361	925.339948548328	0	0	0	0	0	0	0	1169.92980521867
HMF001055A	1629.00888488282	0	0	9005.34128251352	4996.12771053309	0	0	0	0	0	0	0	0	0	0	0	3802.52212207057
HMF003453A	816.985932194254	0	0	1630.47620330944	3718.38462782299	0	1385.77992777448	0	0	0	0	0	0	0	0	0	1713.37330889884
HMF003545A	889.126542750929	452.609665427509	0	0	0	480.772044609665	664.833308550186	624.09843866171	0	0	0	0	0	0	0	0	270.560000000001
HMF002058A	2551.20180365477	0	1304.10315639585	1914.15141207183	2384.18859267463	0	1185.59378213749	1327.10497587216	0	0	0	0	0	0	0	0	1975.65627719327
HMF003306A	660.065361890694	599.877031019202	0	0	539.187130723781	1565.89974150665	1190.72581240768	0	0	0	0	0	0	0	0	0	877.244922451993
HMF001352A	1154.0139229227	0	0	472.21029182446	0	749.333704611272	596.765760748496	0	1020.95466696369	0	0	0	0	0	0	0	497.721652929382
HMF003337A	3167.38931582134	1386.98416468725	0	0	0	1706.32588142145	0	9702.88272553677	3008.71952866657	0	0	0	0	0	0	0	2521.69838386662
HMF003808A	412.44	240.465018181818	0	329.952	1168.33003636364	285.9584	612.910836363636	351.448872727273	0	0	0	0	0	0	0	0	35.4948363636331
HMF004101A	0	0	0	0	0	1068.92151162791	2396.79302325581	0	553.530717054264	0	0	0	0	0	0	0	1159.75474806202
HMF004170A	4073.14107214833	0	0	0	0	0	1334.53768641677	1841.7420395002	897.361547762999	0	0	0	0	0	0	0	1781.2176541717
HMF003025B	0	0	1668.96963190742	11552.7897887516	6892.87457923179	2530.95394748813	0	0	2001.96357284521	0	0	0	0	0	0	0	2831.44847977585
HMF004244A	573.272900460391	304.645023019527	0	210.100015875536	534.254326083505	365.173837117003	627.298618828385	0	0	0	0	0	0	0	0	0	536.255278615653
HMF003850A	0	0	0	1952.40982192684	1017.93161179037	2275.7292882147	2058.85038810816	806.049921363706	0	0	0	0	0	0	0	0	1739.02896859622
HMF003977A	0	0	0	1046.09990436723	3799.17870576984	1035.0935926044	873.000637551801	0	0	0	0	0	0	0	0	0	1093.62715970673
HMF004174A	1261.75389389509	0	0	1137.07465536791	0	0	0	2859.14429790535	1384.43826460584	0	0	0	0	0	0	0	1714.58888822581
HMF004010A	0	0	0	8406.17156823031	7058.76248345891	0	0	0	0	0	0	0	0	0	0	0	3062.06594831078
HMF001515B	0	0	0	18398.9060270523	10119.1733221422	0	0	0	0	0	0	0	0	0	0	0	2457.9206508055
HMF003935A	995.229105571848	423.310117302053	0	0	298.218475073314	1014.24303519062	801.086876832844	330.742302052786	0	0	0	0	0	0	0	0	232.170087976535
HMF004030A	849.228947368421	286.752631578947	0	0	235.618421052632	991.602631578947	855.746052631579	0	0	0	0	0	0	0	0	0	591.051315789474
HMF001698B	0	0	0	42996.5726295677	69359.5843064029	0	0	0	0	0	0	0	0	0	0	0	2779.8430640294
HMF001982B	0	0	0	15004.4754276147	6774.81017523164	0	0	0	0	0	0	0	0	0	0	0	4524.71439715366
HMF004136A	519.616519174041	363.731563421829	0	0	0	571.078539823009	792.91482300885	0	0	0	0	0	0	0	0	0	462.658554572271
HMF004381A	0	447.202538503212	1143.96006501045	0	0	541.534323968733	1615.61899233805	1344.10316538968	659.324278306633	0	0	0	0	0	0	0	697.256636483242
HMF004042A	690.5	359.5	0	0	0	412	863	425	302	0	0	0	0	0	0	0	276
HMF004315A	455.614517121181	0	0	186.983391429157	0	278.207094525323	802.36538855854	320.038958376051	0	0	0	0	0	0	0	0	414.790649989748
HMF004081A	0	0	0	7212.34911131899	10133.8956033676	0	1235.73115060805	0	0	0	0	0	0	0	0	0	2802.02413470536
HMF004121A	1550.32914600551	379.458181818182	0	0	0	0	1279.85895316804	393.456639118457	0	0	0	0	0	0	0	0	933.897079889811
HMF003882A	574.893484545252	0	0	0	0	301.96931287525	711.105181231932	294.958416722259	0	0	0	0	0	0	0	0	369.073604625307
HMF004062A	561.842841163311	302.915268456376	0	0	0	257.927852348993	1854.98112416107	0	0	0	0	0	0	0	0	0	597.33291387025
HMF003817A	1166.6795423341	390.392768878719	0	0	0	1087.70123569794	1255.65510297483	687.311212814645	429.382059496567	0	0	0	0	0	0	0	443.878077803199
HMF002980C	856.658905704307	973.885913853318	0	0	0	5205.07954986418	1456.82110981762	1022.48001552192	0	0	0	0	0	0	0	0	813.074505238656
HMF004287A	586.932328279834	0	0	1481.37706445329	1751.26560514949	706.827051748963	818.695350215974	0	0	0	0	0	0	0	0	0	577.902600152449
HMF004012A	1827.87463642603	0	0	1216.57884244583	1315.78914343606	0	1861.44579888232	0	0	8369.24069414033	0	0	0	0	0	0	741.070884669431
HMF003981A	0	0	0	15477.5917296052	5406.75469137786	2244.5208634635	0	0	0	0	0	0	0	0	0	0	4881.13271555344
HMF001924B	0	0	0	15828.6381793573	8210.20252307906	0	0	0	0	0	0	0	0	0	0	0	4788.15929756364
HMF004039A	3368.93724377168	3262.97067171239	4754.00031535793	0	0	4446.59728792179	0	11282.4408703879	2532.20119836014	0	0	0	0	0	0	0	2052.85241248817
HMF003849A	1754.17386455171	0	0	1370.74515149638	0	1030.80835243819	1408.7380878617	7523.10130739203	1309.75649048888	0	0	0	0	0	0	0	1738.67674577111
HMF004286A	2235.92879148986	0	0	857.547985816428	690.44120211591	714.456548276463	868.555019473348	1492.45369993606	1142.22990176132	0	0	0	0	0	0	0	605.386851130611
HMF003938A	1141.32965599051	338.356583629893	0	0	0	856.37153024911	734.603084223013	638.286239620403	0	0	0	0	0	0	0	0	498.052906287071
HMF003837A	2287.72002597028	1415.63615158948	1123.60806521425	5335.51315346511	2512.74166786899	0	0	4504.93327081229	2599.75003606983	0	0	0	0	0	0	0	1015.09762900977
HMF004104A	1924.14622980838	670.140605584985	0	517.653521679419	0	511.634294683147	879.810345955137	1739.05499967301	950.536263161337	0	0	0	0	0	0	0	477.023739454585
HMF002761B	0	0	11152.5952662722	0	0	1136.17189349112	0	929.049408284024	0	0	0	0	0	0	0	0	2001.18343195266
HMF004215A	1665.28236285105	5961.59076652866	0	8793.77170815635	3846.46199616467	2013.55054931269	0	3210.47224761188	0	0	0	0	0	0	0	0	2428.8703693747
HMF004335A	2724.82513938165	507.899391789154	0	997.265965534719	662.673466801825	0	578.023568170299	1452.07133806386	810.936011150532	0	0	0	0	0	0	0	172.305119107961
HMF004071A	1394.55354192984	726.612039646293	633.842386551356	0	0	1164.38451073754	696.023127004178	3451.53255271597	1683.89456806919	0	0	0	0	0	0	0	570.157273345632
HMF003871A	567.4266487214	291.705248990579	0	0	0	395.600269179004	1046.94212651413	398.597240915209	0	0	0	0	0	0	0	0	268.728465679678
HMF004131A	1729.48316267102	0	0	15635.766346204	3472.9500182542	2925.58832426418	2438.15674275482	0	0	0	0	0	0	0	0	0	2525.05540585178
HMF004386A	0	0	0	2609.76765566235	1967.4634350188	775.470956957794	603.755954868366	0	0	0	0	0	0	0	0	0	1231.54199749269
HMF004078A	0	0	0	705.627971510499	1168.1951715845	1143.63851632596	1381.6877254648	0	0	0	0	0	0	0	0	0	1018.85061511424
HMF003956A	320.818009118541	723.0976443769	0	0	223.265197568389	226.282294832827	457.593085106383	586.322568389058	0	0	0	0	0	0	0	0	109.621200607902
HMF003720B	0	0	0	12546.6591838102	5079.65958587415	1542.39663606513	0	0	0	0	0	0	0	0	0	0	3214.28459425052
HMF003851A	0	0	0	5011.23226160029	6465.94483010596	0	0	0	0	0	0	0	0	0	0	0	2209.82290829375
HMF003975A	2185.55923566879	1445.03916519854	0	0	0	5948.16121425667	2765.57495595609	3304.08955142973	1195.03238921263	0	0	0	0	0	0	0	1604.54348827755
HMF004094A	631.814825666569	177.947846469382	0	0	0	203.940228537943	337.900966891298	170.949897450923	0	0	0	0	0	0	0	0	183.446234983885
HMF004227A	2790.97021625687	0	0	4386.09625595333	2288.61559145911	2359.665747556	1355.45685117244	3754.65050247248	3166.23512521933	0	0	0	0	0	0	0	1855.30970991044
HMF004276A	636.887944040598	0	0	361.652448223838	275.735015772871	520.000274310794	968.069674941709	366.64764778494	0	0	0	0	0	0	0	0	513.00699492525
HMF003997A	652.974204254035	311.703726052195	0	0	0	484.594056418766	1173.64972092322	363.82139085835	0	0	0	0	0	0	0	0	335.256901493434
HMF004023A	1099.7195035461	1282.09007092199	0	2466.24964539007	2075.02730496454	817.419858156028	971.310638297872	692.008865248227	0	0	0	0	0	0	0	0	459.174113475174
HMF004129A	1050.86681715576	378.853273137697	0	0	0	413.431151241535	852.419864559819	423.954853273138	0	0	0	0	0	0	0	0	432.474040632051
HMF004157A	4425.5726224898	0	0	0	0	0	0	3621.51511070622	2505.85400245574	0	0	0	0	0	0	0	2095.05826434824
HMF003810A	1038.50703779851	0	0	3856.16953977542	1378.34572196742	0	706.664557962992	1151.95318677843	0	0	0	0	0	0	0	0	1348.35995571723
HMF004135A	587.281825708963	358.256882632995	0	472.519871662182	0	1226.45601324777	1250.90529910991	0	372.227903125647	0	0	0	0	0	0	0	553.352204512533
HMF003861A	879.031350806452	0	0	309.18689516129	702.424596774194	605.86622983871	1684.01794354839	0	0	0	0	0	0	0	0	0	782.472983870965
HMF004098A	851.631477927063	0	0	0	0	564.080614203455	1039.99232245681	587.124760076775	408.78310940499	0	0	0	0	0	0	0	724.387715930907
HMF003921A	473.372019077901	469.876656067833	0	0	0	502.333598304187	796.942766295707	652.134870164282	507.826311605723	0	0	0	0	0	0	0	366.513778484367
HMF004004A	0	0	0	7626.77059100627	2840.05884697612	0	1605.92600644998	0	0	0	0	0	0	0	0	0	1755.24455556763
HMF004127A	523.760732764648	384.158159697944	0	0	295.274507061949	779.866172563278	1282.0337015802	0	0	0	0	0	0	0	0	0	325.906726331981
HMF004280A	7021.05973059357	0	0	0	0	4032.73679899574	0	8909.00020477026	0	0	0	0	32906.5326163407	0	0	0	3259.67064929973
